start_fid 	 end_fid 	 tlx 	 tly 	 brx 	 bry	 filename
7034	7055	80	328	83	340	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_007034_007055.png
7055	7061	78	340	79	340	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_007055_007061.png
7062	7089	76	326	86	341	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_007062_007089.png
7089	7134	87	307	104	344	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_007089_007134.png
7136	7276	104	302	212	368	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_007136_007276.png
7276	7314	156	299	214	302	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_007276_007314.png
7335	7357	170	323	175	330	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_007335_007357.png
7358	7501	176	320	202	340	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_007358_007501.png
7565	7639	79	289	205	384	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_007565_007639.png
7640	7732	63	286	200	383	..\..\Desktop\lpkVideos\9\lec_fgpixel_objs\/cleanup/obj_007640_007732.png
